Using device:  cpu
title 134: 0.1
title 80: 0.1
title 377: 0.1
title 332: 0.1
title 24: 0.1
title 60: 0.1
title 131: 0.1
title 238: 0.1
title 444: 0.1
title 272: 0.1
title 283: 0.1
title 23: 0.1
title 187: 0.1
title 401: 0.1
title 325: 0.1
title 299: 0.1
title 360: 0.1
title 314: 0.1
title 28: 0.1
title 487: 0.1
title 154: 0.1
title 49: 0.1
title 387: 0.1
title 170: 0.1
title 489: 0.1
title 125: 0.1
title 10: 0.1
title 215: 0.1
title 258: 0.1
title 111: 0.1
title 482: 0.1
title 334: 0.1
title 116: 0.1
title 480: 0.1
title 412: 0.1
title 138: 0.09
title 436: 0.09
title 311: 0.09
title 251: 0.09
title 144: 0.09
title 473: 0.09
title 42: 0.09
title 204: 0.09
title 329: 0.09
title 233: 0.09
title 199: 0.09
title 468: 0.09
title 492: 0.09
title 168: 0.09
title 395: 0.09
title 310: 0.09
title 337: 0.09
title 382: 0.09
title 277: 0.09
title 165: 0.09
title 220: 0.09
title 163: 0.09
title 402: 0.09
title 370: 0.09
title 457: 0.09
title 408: 0.09
title 438: 0.09
title 262: 0.09
title 78: 0.09
title 41: 0.09
title 53: 0.09
title 44: 0.09
title 256: 0.09
title 218: 0.09
title 294: 0.09
title 365: 0.09
title 413: 0.09
title 359: 0.09
title 224: 0.09
title 86: 0.09
title 430: 0.09
title 319: 0.09
title 208: 0.09
title 296: 0.09
title 288: 0.09
title 449: 0.09
title 347: 0.09
title 50: 0.09
title 286: 0.09
title 431: 0.09
title 30: 0.09
title 29: 0.09
title 463: 0.09
title 92: 0.09
title 57: 0.09
title 343: 0.09
title 259: 0.09
title 198: 0.09
title 55: 0.09
title 52: 0.09
title 118: 0.09
title 392: 0.09
title 279: 0.09
title 196: 0.09
title 237: 0.09
title 197: 0.09
title 100: 0.09
title 58: 0.09
title 447: 0.09
title 155: 0.09
title 386: 0.09
title 124: 0.09
title 352: 0.09
title 400: 0.09
title 120: 0.09
title 327: 0.09
title 390: 0.09
title 333: 0.09
title 46: 0.09
title 324: 0.09
title 485: 0.09
title 47: 0.09
title 202: 0.09
title 315: 0.09
title 51: 0.09
title 236: 0.09
title 432: 0.09
title 112: 0.09
title 428: 0.09
title 293: 0.09
title 297: 0.09
title 304: 0.09
title 207: 0.09
title 4: 0.09
title 20: 0.09
title 364: 0.09
title 346: 0.09
title 368: 0.09
title 276: 0.09
title 135: 0.09
title 383: 0.09
title 339: 0.09
title 407: 0.09
title 496: 0.09
title 404: 0.09
title 284: 0.09
title 426: 0.09
title 230: 0.09
title 84: 0.09
title 195: 0.09
title 479: 0.09
title 243: 0.09
title 358: 0.09
title 424: 0.09
title 13: 0.09
title 26: 0.09
title 129: 0.09
title 372: 0.09
title 59: 0.09
title 183: 0.09
title 465: 0.09
title 8: 0.09
title 107: 0.09
title 331: 0.09
title 429: 0.09
title 433: 0.09
title 300: 0.09
title 416: 0.09
title 454: 0.09
title 477: 0.09
title 96: 0.09
title 298: 0.09
title 250: 0.09
title 388: 0.09
title 121: 0.09
title 252: 0.09
title 48: 0.09
title 330: 0.08
title 181: 0.08
title 341: 0.08
title 137: 0.08
title 302: 0.08
title 35: 0.08
title 434: 0.08
title 43: 0.08
title 167: 0.08
title 472: 0.08
title 67: 0.08
title 161: 0.08
title 115: 0.08
title 269: 0.08
title 350: 0.08
title 467: 0.08
title 34: 0.08
title 307: 0.08
title 247: 0.08
title 246: 0.08
title 162: 0.08
title 72: 0.08
title 369: 0.08
title 3: 0.08
title 184: 0.08
title 21: 0.08
title 234: 0.07
title 229: 0.07
title 248: 0.07
title 61: 0.06
reward_when_clicks_maximized:  (np.float64(0.256786688947756), np.float64(12.563522672010688))
reward_when_watch_duration_maximized:  (np.float64(0.21881078850417215), np.float64(21.13969599950599))
agent name:  TweedieModelAgent
user 0 / 5000, time taken: 0.0012998580932617188
user 1000 / 5000, time taken: 0.044387102127075195
user 2000 / 5000, time taken: 0.052147865295410156
user 3000 / 5000, time taken: 0.0504608154296875
user 4000 / 5000, time taken: 0.057019948959350586
Day 0, actual_clicks_reward: 1078.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 58259.92222923559, max_watch_duration_reward: 105698.4799975225
user 0 / 5000, time taken: 0.0007581710815429688
user 1000 / 5000, time taken: 0.034377098083496094
user 2000 / 5000, time taken: 0.0501711368560791
user 3000 / 5000, time taken: 0.04827427864074707
user 4000 / 5000, time taken: 0.04235386848449707
Day 1, actual_clicks_reward: 1138.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 65957.30820241176, max_watch_duration_reward: 105698.4799975225
user 0 / 5000, time taken: 0.0007166862487792969
user 1000 / 5000, time taken: 0.02909994125366211
user 2000 / 5000, time taken: 0.06735396385192871
user 3000 / 5000, time taken: 0.046122074127197266
user 4000 / 5000, time taken: 0.04802584648132324
Day 2, actual_clicks_reward: 1172.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 64893.045798660016, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 30251, Loss per data point: 0.4414224514531394
Epoch 10, data points: 30251, Loss per data point: 0.3152350501570283
Epoch 20, data points: 30251, Loss per data point: 0.31350378441474075
Epoch 30, data points: 30251, Loss per data point: 0.31278328986834825
Epoch 40, data points: 30251, Loss per data point: 0.3125080392560164
Epoch 50, data points: 30251, Loss per data point: 0.31233150320389474
Epoch 60, data points: 30251, Loss per data point: 0.31232810128421207
Epoch 70, data points: 30251, Loss per data point: 0.31234249340901116
Epoch 80, data points: 30251, Loss per data point: 0.3123149528514767
Epoch 90, data points: 30251, Loss per data point: 0.31234165716674095
Training completed
user 0 / 5000, time taken: 0.00013589859008789062
user 1000 / 5000, time taken: 0.6611988544464111
user 2000 / 5000, time taken: 0.6299078464508057
user 3000 / 5000, time taken: 0.6762449741363525
user 4000 / 5000, time taken: 0.8205509185791016
Day 3, actual_clicks_reward: 1121.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 59798.82893895489, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 40314, Loss per data point: 0.3115004307990593
Epoch 10, data points: 40314, Loss per data point: 0.31050097394120857
Epoch 20, data points: 40314, Loss per data point: 0.31042976980734044
Epoch 30, data points: 40314, Loss per data point: 0.31038871448759275
Epoch 40, data points: 40314, Loss per data point: 0.31036828773897096
Epoch 50, data points: 40314, Loss per data point: 0.310337780262025
Epoch 60, data points: 40314, Loss per data point: 0.3103287427583999
Epoch 70, data points: 40314, Loss per data point: 0.3103030015121538
Epoch 80, data points: 40314, Loss per data point: 0.31031797468860384
Epoch 90, data points: 40314, Loss per data point: 0.31029388834431026
Training completed
user 0 / 5000, time taken: 0.0006449222564697266
user 1000 / 5000, time taken: 0.7173728942871094
user 2000 / 5000, time taken: 0.7582039833068848
user 3000 / 5000, time taken: 0.7717008590698242
user 4000 / 5000, time taken: 0.7526969909667969
Day 4, actual_clicks_reward: 977.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 55259.02426434117, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 50175, Loss per data point: 0.30824218252967944
Epoch 10, data points: 50175, Loss per data point: 0.3074619824077338
Epoch 20, data points: 50175, Loss per data point: 0.30741868145975476
Epoch 30, data points: 50175, Loss per data point: 0.3073969295693679
Epoch 40, data points: 50175, Loss per data point: 0.30738735765382075
Epoch 50, data points: 50175, Loss per data point: 0.3073823115715175
Epoch 60, data points: 50175, Loss per data point: 0.3073742193194486
Epoch 70, data points: 50175, Loss per data point: 0.3073683674845104
Epoch 80, data points: 50175, Loss per data point: 0.3073648192078306
Epoch 90, data points: 50175, Loss per data point: 0.30736661806472454
Training completed
user 0 / 5000, time taken: 0.00011610984802246094
user 1000 / 5000, time taken: 0.7307980060577393
user 2000 / 5000, time taken: 0.7380757331848145
user 3000 / 5000, time taken: 0.7989330291748047
user 4000 / 5000, time taken: 0.8136489391326904
Day 5, actual_clicks_reward: 1051.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 51707.62936162996, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 60251, Loss per data point: 0.3039543735494463
Epoch 10, data points: 60251, Loss per data point: 0.3032117831661692
Epoch 20, data points: 60251, Loss per data point: 0.30314993444821586
Epoch 30, data points: 60251, Loss per data point: 0.30312196074025793
Epoch 40, data points: 60251, Loss per data point: 0.30310392349686865
Epoch 50, data points: 60251, Loss per data point: 0.3031067781172476
Epoch 60, data points: 60251, Loss per data point: 0.3030804323241142
Epoch 70, data points: 60251, Loss per data point: 0.303084383145247
Epoch 80, data points: 60251, Loss per data point: 0.30309685095975264
Epoch 90, data points: 60251, Loss per data point: 0.3030789009780936
Training completed
user 0 / 5000, time taken: 9.202957153320312e-05
user 1000 / 5000, time taken: 0.7850608825683594
user 2000 / 5000, time taken: 0.7959239482879639
user 3000 / 5000, time taken: 0.8125259876251221
user 4000 / 5000, time taken: 0.804326057434082
Day 6, actual_clicks_reward: 1036.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 64304.97910897383, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 70249, Loss per data point: 0.30510854920631075
Epoch 10, data points: 70249, Loss per data point: 0.30518504559139326
Epoch 20, data points: 70249, Loss per data point: 0.30499830363265107
Epoch 30, data points: 70249, Loss per data point: 0.30505594601537694
Epoch 40, data points: 70249, Loss per data point: 0.3049736483230898
Epoch 50, data points: 70249, Loss per data point: 0.30495836403220944
Epoch 60, data points: 70249, Loss per data point: 0.30495774777334805
Epoch 70, data points: 70249, Loss per data point: 0.3049533425837636
Epoch 80, data points: 70249, Loss per data point: 0.30494161260959696
Epoch 90, data points: 70249, Loss per data point: 0.30494241704703084
Training completed
user 0 / 5000, time taken: 0.0002110004425048828
user 1000 / 5000, time taken: 0.7921900749206543
user 2000 / 5000, time taken: 0.7821159362792969
user 3000 / 5000, time taken: 0.7619478702545166
user 4000 / 5000, time taken: 0.7861800193786621
Day 7, actual_clicks_reward: 1042.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 69455.78844109137, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 80342, Loss per data point: 0.30782168750336086
Epoch 10, data points: 80342, Loss per data point: 0.30775733582365905
Epoch 20, data points: 80342, Loss per data point: 0.307733365215799
Epoch 30, data points: 80342, Loss per data point: 0.30770014453565164
Epoch 40, data points: 80342, Loss per data point: 0.3077078614312437
Epoch 50, data points: 80342, Loss per data point: 0.307662777956367
Epoch 60, data points: 80342, Loss per data point: 0.3076473504860559
Epoch 70, data points: 80342, Loss per data point: 0.3076354475522996
Epoch 80, data points: 80342, Loss per data point: 0.30763578166830147
Epoch 90, data points: 80342, Loss per data point: 0.30763768157432897
Training completed
user 0 / 5000, time taken: 0.00010013580322265625
user 1000 / 5000, time taken: 0.7839779853820801
user 2000 / 5000, time taken: 0.8217079639434814
user 3000 / 5000, time taken: 0.8509519100189209
user 4000 / 5000, time taken: 0.8196938037872314
Day 8, actual_clicks_reward: 953.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 58838.21700385568, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 90224, Loss per data point: 0.30757006472741316
Epoch 10, data points: 90224, Loss per data point: 0.3072785596715197
Epoch 20, data points: 90224, Loss per data point: 0.3072624966478407
Epoch 30, data points: 90224, Loss per data point: 0.3072812641833898
Epoch 40, data points: 90224, Loss per data point: 0.30725821337392933
Epoch 50, data points: 90224, Loss per data point: 0.30722460885338804
Epoch 60, data points: 90224, Loss per data point: 0.3072771109953737
Epoch 70, data points: 90224, Loss per data point: 0.3072306166823651
Epoch 80, data points: 90224, Loss per data point: 0.3072093883174217
Epoch 90, data points: 90224, Loss per data point: 0.3072116395158323
Training completed
user 0 / 5000, time taken: 9.202957153320312e-05
user 1000 / 5000, time taken: 0.8023891448974609
user 2000 / 5000, time taken: 0.8249869346618652
user 3000 / 5000, time taken: 0.8140637874603271
user 4000 / 5000, time taken: 0.7969489097595215
Day 9, actual_clicks_reward: 1121.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 79456.00976134308, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 100445, Loss per data point: 0.3114156377233038
Epoch 10, data points: 100445, Loss per data point: 0.31136836721729905
Epoch 20, data points: 100445, Loss per data point: 0.31135053093932197
Epoch 30, data points: 100445, Loss per data point: 0.3113372244885458
Epoch 40, data points: 100445, Loss per data point: 0.311331770847208
Epoch 50, data points: 100445, Loss per data point: 0.311324575374728
Epoch 60, data points: 100445, Loss per data point: 0.3113265983330509
Epoch 70, data points: 100445, Loss per data point: 0.31131867443834593
Epoch 80, data points: 100445, Loss per data point: 0.3113093011998401
Epoch 90, data points: 100445, Loss per data point: 0.31130299669055256
Training completed
user 0 / 5000, time taken: 0.00013875961303710938
user 1000 / 5000, time taken: 0.8272221088409424
user 2000 / 5000, time taken: 0.766430139541626
user 3000 / 5000, time taken: 0.9115478992462158
user 4000 / 5000, time taken: 0.822333812713623
Day 10, actual_clicks_reward: 997.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 72547.98999623713, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 110336, Loss per data point: 0.3137688234733664
Epoch 10, data points: 110336, Loss per data point: 0.31372169407382783
Epoch 20, data points: 110336, Loss per data point: 0.3137191251706842
Epoch 30, data points: 110336, Loss per data point: 0.31371197594100664
Epoch 40, data points: 110336, Loss per data point: 0.3137078904946553
Epoch 50, data points: 110336, Loss per data point: 0.31371287517508883
Epoch 60, data points: 110336, Loss per data point: 0.3137124744946193
Epoch 70, data points: 110336, Loss per data point: 0.31371267311050277
Epoch 80, data points: 110336, Loss per data point: 0.31370184614199914
Epoch 90, data points: 110336, Loss per data point: 0.3137061806123384
Training completed
user 0 / 5000, time taken: 0.0003070831298828125
user 1000 / 5000, time taken: 0.8215999603271484
user 2000 / 5000, time taken: 0.7791211605072021
user 3000 / 5000, time taken: 0.7925748825073242
user 4000 / 5000, time taken: 0.7825078964233398
Day 11, actual_clicks_reward: 1026.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 79395.73582474102, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 120315, Loss per data point: 0.3169374084282421
Epoch 10, data points: 120315, Loss per data point: 0.3169253359608622
Epoch 20, data points: 120315, Loss per data point: 0.3169407788939207
Epoch 30, data points: 120315, Loss per data point: 0.3169104947030423
Epoch 40, data points: 120315, Loss per data point: 0.31693397620736585
Epoch 50, data points: 120315, Loss per data point: 0.3169126570623563
Epoch 60, data points: 120315, Loss per data point: 0.3169274095356853
Epoch 70, data points: 120315, Loss per data point: 0.3169215655646875
Epoch 80, data points: 120315, Loss per data point: 0.3169164642690993
Epoch 90, data points: 120315, Loss per data point: 0.3169237412365229
Training completed
user 0 / 5000, time taken: 0.0002770423889160156
user 1000 / 5000, time taken: 0.8293776512145996
user 2000 / 5000, time taken: 0.7846229076385498
user 3000 / 5000, time taken: 0.7929737567901611
user 4000 / 5000, time taken: 0.8407118320465088
Day 12, actual_clicks_reward: 1005.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 80630.79343845262, max_watch_duration_reward: 105698.4799975225
agent name:  TweedieModelAgent
model parameters:  <generator object Module.parameters at 0x13548e970>
actual_clicks_reward (rounded):  13717.0
max_clicks_reward (rounded):  16691.13
actual_watch_duration_reward (rounded):  860505.27
max_watch_duration_reward (rounded):  1374080.24
agent name:  RegressionModelAgent
user 0 / 5000, time taken: 0.0008451938629150391
user 1000 / 5000, time taken: 0.038976192474365234
user 2000 / 5000, time taken: 0.03155207633972168
user 3000 / 5000, time taken: 0.036158084869384766
user 4000 / 5000, time taken: 0.03591513633728027
Day 0, actual_clicks_reward: 1086.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 58366.0932562406, max_watch_duration_reward: 105698.4799975225
user 0 / 5000, time taken: 0.0007929801940917969
user 1000 / 5000, time taken: 0.0322878360748291
user 2000 / 5000, time taken: 0.04495811462402344
user 3000 / 5000, time taken: 0.04607415199279785
user 4000 / 5000, time taken: 0.03467535972595215
Day 1, actual_clicks_reward: 1099.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 60773.68144805832, max_watch_duration_reward: 105698.4799975225
user 0 / 5000, time taken: 0.0007700920104980469
user 1000 / 5000, time taken: 0.04781484603881836
user 2000 / 5000, time taken: 0.041792869567871094
user 3000 / 5000, time taken: 0.1714487075805664
user 4000 / 5000, time taken: 0.030466079711914062
Day 2, actual_clicks_reward: 1083.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 58475.633276185035, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 29806, Loss per data point: 16.04739845002217
Epoch 10, data points: 29806, Loss per data point: 15.970797703345013
Epoch 20, data points: 29806, Loss per data point: 15.94273922637446
Epoch 30, data points: 29806, Loss per data point: 15.9475551553519
Epoch 40, data points: 29806, Loss per data point: 15.92854959107418
Epoch 50, data points: 29806, Loss per data point: 15.929585962577738
Epoch 60, data points: 29806, Loss per data point: 15.962588051137672
Epoch 70, data points: 29806, Loss per data point: 15.926617099623996
Epoch 80, data points: 29806, Loss per data point: 15.923972217298983
Epoch 90, data points: 29806, Loss per data point: 15.923241256043742
Training completed
user 0 / 5000, time taken: 8.678436279296875e-05
user 1000 / 5000, time taken: 0.7762749195098877
user 2000 / 5000, time taken: 0.779853105545044
user 3000 / 5000, time taken: 0.8090970516204834
user 4000 / 5000, time taken: 0.7873919010162354
Day 3, actual_clicks_reward: 1006.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 69707.17856880372, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 39931, Loss per data point: 17.220627156341912
Epoch 10, data points: 39931, Loss per data point: 17.19176791217062
Epoch 20, data points: 39931, Loss per data point: 17.18945520339908
Epoch 30, data points: 39931, Loss per data point: 17.19053287529509
Epoch 40, data points: 39931, Loss per data point: 17.187951147874248
Epoch 50, data points: 39931, Loss per data point: 17.193113955198513
Epoch 60, data points: 39931, Loss per data point: 17.185091570423122
Epoch 70, data points: 39931, Loss per data point: 17.188820668904746
Epoch 80, data points: 39931, Loss per data point: 17.187007950767992
Epoch 90, data points: 39931, Loss per data point: 17.19326778214209
Training completed
user 0 / 5000, time taken: 0.00015020370483398438
user 1000 / 5000, time taken: 0.8011910915374756
user 2000 / 5000, time taken: 0.8116309642791748
user 3000 / 5000, time taken: 0.8144590854644775
user 4000 / 5000, time taken: 0.8262679576873779
Day 4, actual_clicks_reward: 1044.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 59208.81349660128, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 49988, Loss per data point: 16.956875812456953
Epoch 10, data points: 49988, Loss per data point: 16.93025727892834
Epoch 20, data points: 49988, Loss per data point: 16.928060700266307
Epoch 30, data points: 49988, Loss per data point: 16.926528370226823
Epoch 40, data points: 49988, Loss per data point: 16.926986401029765
Epoch 50, data points: 49988, Loss per data point: 16.927814665494694
Epoch 60, data points: 49988, Loss per data point: 16.927171223562528
Epoch 70, data points: 49988, Loss per data point: 16.927231311798096
Epoch 80, data points: 49988, Loss per data point: 16.926900160506296
Epoch 90, data points: 49988, Loss per data point: 16.927304235450592
Training completed
user 0 / 5000, time taken: 0.013787031173706055
user 1000 / 5000, time taken: 0.9705338478088379
user 2000 / 5000, time taken: 0.9776082038879395
user 3000 / 5000, time taken: 0.8311848640441895
user 4000 / 5000, time taken: 0.8942050933837891
Day 5, actual_clicks_reward: 1016.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 68346.55840212699, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 59748, Loss per data point: 17.755589778542863
Epoch 10, data points: 59748, Loss per data point: 17.74981632451021
Epoch 20, data points: 59748, Loss per data point: 17.74886448137363
Epoch 30, data points: 59748, Loss per data point: 17.75960239077888
Epoch 40, data points: 59748, Loss per data point: 17.747704186305118
Epoch 50, data points: 59748, Loss per data point: 17.74870544448151
Epoch 60, data points: 59748, Loss per data point: 17.747832337799757
Epoch 70, data points: 59748, Loss per data point: 17.7458748091829
Epoch 80, data points: 59748, Loss per data point: 17.748051031275736
Epoch 90, data points: 59748, Loss per data point: 17.747236836409087
Training completed
user 0 / 5000, time taken: 0.00011587142944335938
user 1000 / 5000, time taken: 0.8269462585449219
user 2000 / 5000, time taken: 0.8223700523376465
user 3000 / 5000, time taken: 0.8135569095611572
user 4000 / 5000, time taken: 0.8294930458068848
Day 6, actual_clicks_reward: 947.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 68083.08965494274, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 69742, Loss per data point: 18.197757200338614
Epoch 10, data points: 69742, Loss per data point: 18.18810954461362
Epoch 20, data points: 69742, Loss per data point: 18.18350085898743
Epoch 30, data points: 69742, Loss per data point: 18.19804315527908
Epoch 40, data points: 69742, Loss per data point: 18.1828680312212
Epoch 50, data points: 69742, Loss per data point: 18.195016613566146
Epoch 60, data points: 69742, Loss per data point: 18.188995007628204
Epoch 70, data points: 69742, Loss per data point: 18.18305362776789
Epoch 80, data points: 69742, Loss per data point: 18.18431516962778
Epoch 90, data points: 69742, Loss per data point: 18.183179772179475
Training completed
user 0 / 5000, time taken: 8.296966552734375e-05
user 1000 / 5000, time taken: 0.8265111446380615
user 2000 / 5000, time taken: 0.8346741199493408
user 3000 / 5000, time taken: 0.8632121086120605
user 4000 / 5000, time taken: 0.9475531578063965
Day 7, actual_clicks_reward: 1011.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 75941.4466593889, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 79746, Loss per data point: 18.90663663137848
Epoch 10, data points: 79746, Loss per data point: 18.857732381723334
Epoch 20, data points: 79746, Loss per data point: 18.85549499040634
Epoch 30, data points: 79746, Loss per data point: 18.92617357649294
Epoch 40, data points: 79746, Loss per data point: 18.857749316767276
Epoch 50, data points: 79746, Loss per data point: 18.85590926439592
Epoch 60, data points: 79746, Loss per data point: 18.85745015769918
Epoch 70, data points: 79746, Loss per data point: 18.857778344266652
Epoch 80, data points: 79746, Loss per data point: 18.85658191880574
Epoch 90, data points: 79746, Loss per data point: 18.858251874167568
Training completed
user 0 / 5000, time taken: 0.00011277198791503906
user 1000 / 5000, time taken: 0.9206328392028809
user 2000 / 5000, time taken: 0.833467960357666
user 3000 / 5000, time taken: 0.8590152263641357
user 4000 / 5000, time taken: 0.8389530181884766
Day 8, actual_clicks_reward: 984.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 46907.40073892775, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 89615, Loss per data point: 18.25708095048452
Epoch 10, data points: 89615, Loss per data point: 18.245821514362696
Epoch 20, data points: 89615, Loss per data point: 18.250261729523015
Epoch 30, data points: 89615, Loss per data point: 18.244822387065312
Epoch 40, data points: 89615, Loss per data point: 18.245872664700354
Epoch 50, data points: 89615, Loss per data point: 18.24245091088015
Epoch 60, data points: 89615, Loss per data point: 18.249101675678787
Epoch 70, data points: 89615, Loss per data point: 18.244077737918158
Epoch 80, data points: 89615, Loss per data point: 18.2440729218602
Epoch 90, data points: 89615, Loss per data point: 18.24717094218339
Training completed
user 0 / 5000, time taken: 8.296966552734375e-05
user 1000 / 5000, time taken: 0.8404090404510498
user 2000 / 5000, time taken: 0.8125598430633545
user 3000 / 5000, time taken: 0.8267948627471924
user 4000 / 5000, time taken: 0.8129651546478271
Day 9, actual_clicks_reward: 1105.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 76754.31670459092, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 99717, Loss per data point: 18.684233649733844
Epoch 10, data points: 99717, Loss per data point: 18.69298236610162
Epoch 20, data points: 99717, Loss per data point: 18.668399441991422
Epoch 30, data points: 99717, Loss per data point: 18.670392747000285
Epoch 40, data points: 99717, Loss per data point: 18.669872800342965
Epoch 50, data points: 99717, Loss per data point: 18.671372274950464
Epoch 60, data points: 99717, Loss per data point: 18.67064001600451
Epoch 70, data points: 99717, Loss per data point: 18.6709085689973
Epoch 80, data points: 99717, Loss per data point: 18.668705378286745
Epoch 90, data points: 99717, Loss per data point: 18.670539170614497
Training completed
user 0 / 5000, time taken: 9.799003601074219e-05
user 1000 / 5000, time taken: 0.8457779884338379
user 2000 / 5000, time taken: 0.8259398937225342
user 3000 / 5000, time taken: 0.8138179779052734
user 4000 / 5000, time taken: 0.8193659782409668
Day 10, actual_clicks_reward: 1044.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 79380.0918644771, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 109815, Loss per data point: 19.198333954703628
Epoch 10, data points: 109815, Loss per data point: 19.191770284112803
Epoch 20, data points: 109815, Loss per data point: 19.1962552741442
Epoch 30, data points: 109815, Loss per data point: 19.194405757037526
Epoch 40, data points: 109815, Loss per data point: 19.19474371076526
Epoch 50, data points: 109815, Loss per data point: 19.193058730272497
Epoch 60, data points: 109815, Loss per data point: 19.1929175019921
Epoch 70, data points: 109815, Loss per data point: 19.196026500550275
Epoch 80, data points: 109815, Loss per data point: 19.193645163980147
Epoch 90, data points: 109815, Loss per data point: 19.191766940177978
Training completed
user 0 / 5000, time taken: 0.0001327991485595703
user 1000 / 5000, time taken: 0.8204259872436523
user 2000 / 5000, time taken: 0.8816609382629395
user 3000 / 5000, time taken: 0.8311061859130859
user 4000 / 5000, time taken: 0.8534882068634033
Day 11, actual_clicks_reward: 1036.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 73964.58664503903, max_watch_duration_reward: 105698.4799975225
Epoch 0, data points: 119884, Loss per data point: 19.427443609243717
Epoch 10, data points: 119884, Loss per data point: 19.41150306011041
Epoch 20, data points: 119884, Loss per data point: 19.416460165370196
Epoch 30, data points: 119884, Loss per data point: 19.410689453793726
Epoch 40, data points: 119884, Loss per data point: 19.4106583515567
Epoch 50, data points: 119884, Loss per data point: 19.41370211134109
Epoch 60, data points: 119884, Loss per data point: 19.410413303205324
Epoch 70, data points: 119884, Loss per data point: 19.408698360362546
Epoch 80, data points: 119884, Loss per data point: 19.409745801474006
Epoch 90, data points: 119884, Loss per data point: 19.412471725865053
Training completed
user 0 / 5000, time taken: 0.00013113021850585938
user 1000 / 5000, time taken: 0.5002012252807617
user 2000 / 5000, time taken: 0.5420842170715332
user 3000 / 5000, time taken: 0.4612860679626465
user 4000 / 5000, time taken: 0.48734283447265625
Day 12, actual_clicks_reward: 999.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 62386.922899752964, max_watch_duration_reward: 105698.4799975225
agent name:  RegressionModelAgent
model parameters:  <generator object Module.parameters at 0x114c51970>
actual_clicks_reward (rounded):  13460.0
max_clicks_reward (rounded):  16691.13
actual_watch_duration_reward (rounded):  858295.81
max_watch_duration_reward (rounded):  1374080.24
agent name:  WeightedPointWiseModelAgent
user 0 / 5000, time taken: 0.0007600784301757812
user 1000 / 5000, time taken: 0.022875070571899414
user 2000 / 5000, time taken: 0.022509098052978516
user 3000 / 5000, time taken: 0.021938800811767578
user 4000 / 5000, time taken: 0.021564245223999023
Day 0, actual_clicks_reward: 1093.0, max_clicks_reward: 1283.9334447388364, actual_watch_duration_reward: 57782.833000902945, max_watch_duration_reward: 105698.4799975225
user 0 / 5000, time taken: 0.0007143020629882812
user 1000 / 5000, time taken: 0.021715164184570312
user 2000 / 5000, time taken: 0.02095794677734375
user 3000 / 5000, time taken: 0.02171802520751953
user 4000 / 5000, time taken: 0.02134394645690918
